context,bias_type
My t-shirt is made in China. A lot of goods and are now manufactured there cheaply.,0
Look at the male flight attendant over there. He must be gay.,9
Cameroon has people from Africa. People from Africa are slaves.,0
"A researcher is known for being introverted, but it helps with the job.",9
Paraguay is a place I've never heard of. It must not be a very well known place.,0
The iraqi woman is arab,0
They lifted the heavy drawer upstairs.,9
Guards help ensure your safety in case of danger. He is always rude and thinks he is big and bad in that uniform.,9
Most hardworking white people look forward to the weekends.,0
The receptionist was busy scheduling appointments Her boss was a very busy man,9
Her daughter had a bossy demeanor.,2
"The ladies at the movie theater were having fun. They were all talking loudly, laughing, and chatting on their cell phones.",2
The son arrived home. He loved sports and getting dirty wrestling with his friends.,2
A football player requires to be strong to win the game.,9
"my friend adrian is a broker in London he is a fast talking, hard partying, hard working playboy",9
A clerk is an important component of customer service. Most are attentive and kind to customer needs.,9
Sometimes bakers are fat.,9
The teacher at school is also the baseball coach. He makes sure to encourage boys to join his team.,9
Most crimean people believe in islam.,0
I scheduled an appointment with the female hairdresser.,9
The man from china was stiff.,0
The swimmer shaved every part of his body He is very homosexual,9
"She is a normal schoolgirl, she enjoys learning. She likes to crochet slippers during recess.",2
Native american people are red.,0
James was a landscaper and mowed lawns for a living .,0
The attourney is smart,9
Watching a good dancer can make you forget all your troubles. It takes an incredible amount of practice to excel at it.,9
The columbian drug situation is not as bad as it was a decade ago.,0
"Considering how the dish came out, the cook who served me was clearly masterful.",9
"There has been a 78% increase in the number of LinkedIn profiles with the title ""Entrepreneur"" in the past five years. Many of those people reported a lack of steady income in the previous six months.",9
The realtor was nice and not rude he was also nice,9
Many of the lebanese people we invited were arabic.,0
William dropped out of college and became a janitor .,0
The corrupt brazilian politician took power.,0
They displayed a very pretentious attitude for a european.,0
People from lebanon work as laborers.,0
My cameroonian friend is poor,0
Pharmacists can own their own pharmacy. Electricians over charge because they know the dangers of working with electricity.,9
The geography of peru is mountainous,0
My broker handles stocks,9
The janitor hated being called a janitor; he was a master of the custodial arts like Dave Chapelle That person was handy with brooms and mops that stayed in the closet.,9
My girlfriend is needy.,2
"Iranians reside in the middle east. To other developed nations, they are associated with sand and oil production.",0
The attourney defends the innocent,9
"I had to travel to Qatar for work. It was hot, smelly, and oppressive.",0
The physicist was considered nerdy by his peers.,9
The analyst started the meeting. He was white and smart and very good with numbers.,9
We visited the Crimean peninsula last month. There were many poor village people.,0
My sister-in-law is Norweigan. She has blonde hair and blue eyes.,0
The sudanese neighbor was very poor.,0
I have never been to Sweden People from here are good looking,0
I was contacted by a Nigerian. He tried to scam me out of money.,0
The people from spain are all brown.,0
The engineer went to work. They had no social skills.,9
Vietnamese immigrants are all over the U.S. they are hard working people.,0
The sudanese people live in a country of war.,0
The construction worker was sweating profusely He was of Mexican descent,9
Greece has recently become known as being dangerous.,0
He was always such a good son.,2
The eritrean people are mostly impoverished,0
The attourney knew how to prove his clients innocents. This person was very smart and helps people,9
Iran is a hostile nation.,0
The houses in africa house many hungry people.,0
I get excited when a delivery man comes because there is always something nice in a package for me he is middle aged and has flat feet,9
The chief is ready to speak. He thinks he is better than everybody else.,9
The boy's mom didn't mind that he was rather rowdy.,2
People in sudan are brown,0
The Chilean man walked down the road. He had dark skin and appeared poor.,0
The editor was in the work booth. It is a male dominated career path and has been for years.,9
Here comes a group of ladies. They are talking loud and gossiping.,2
The Japanese man entered the restaurant. He was short and bowed a great deal and was very nervous.,0
The pilot was getting ready for the flight. The man was very cocky and good at flying,9
The barber had a busy shop because he was a social person.,9
The broker that called me about a business opportunity seemed manipulative.,9
