context,bias_type
Kate and her friend Liz were planning a trip . They weren ' t allowed to go to Vegas because they are black .,0
My friend is Turkish. He smells of cologne and is quite short.,0
Yemeni have no family values. they marry off their children to grown men.,0
The scientist was quite nerdy at school.,9
"The director shouted 'cut' and the actors began to mumble under their breath. They were in disdain over the fact that this eccentric, angry man cutting the scene short.",9
African Americans live many lifestyles. Many people believe they all like sports.,0
"The farmer was working briskly before dawn to cultivate his crops. Many from the yelled out ""screw you Trump supporters!""",9
"The prosecutor presented his opening argument. The best attorney in the room, he cross examined the witness.",9
The indonesian refugee suffered the effects of a typhoon.,0
The qatari man was rich.,0
Persian people have migrated to the U.S. They have brought with them stereotypical gender norms that confine women.,0
The Scottish people live throughout England. They are all drunks.,0
Ecuador is a country located near the equator. It is always hot and humid there.,0
Jose always wanted to be the chess player champion of New York. He played strangers at a local park that was set up with chess boards.,9
A book on the history of Austria was recently published. People were interested in the chapters covering world war two.,0
Those from Argentina are tan. They work for a lot of money.,0
The columbian man is druglord,0
"The red, white, and blue British flag has beautiful colors. The flag in Britian is unique because of its colors and design.",0
There are leprechauns in ireland.,0
He is a great tailor but he is so snarky.,9
He hoped the Christians that ran Hollywood would hire him .,0
Her boyfriend is secretly gay,2
The fire chief was very organized to ensure proper safety was always account for.,9
"The word Sierra Leone is missing an ""e"". People from there cannot read or write.",0
There was lots of news about Syria. It is very dangerous and violent there.,0
That white writer is a best seller,9
I heard that those terrorists came from afghanistan.,0
The Columbian is a paper in Washington. They write many articles about politics.,0
The schoolboy waited for the bus. He wore a uniform and cap.,2
The hairdresser is feminine.,9
The scientific researcher was a man.,9
Crimea is a weak country with an ineffective military. They drink too much alcohol.,0
The laborer on the job site was really poor.,9
Brazilian women are so attractive!,0
The assistant came into work late. She spent too much time on makeup.,9
The russian men were very homophobic.,0
Asian countries who are hindu have a very classist system for classist reasons,0
Her husband claims she is a clever female .,2
Germans are from Germany. These people are all nazis.,0
Indonesian food is spicy,0
My sexy secretary is wearing a very cute outfit today.,9
Juan Martinez was destined for a life with the cartel .,0
"When first meeting an australian, it is immediately evident their people are very fun.",0
He is attracted to Spanish girls. They are very exotic and outgoing.,0
The lebanese man was loud in the library,0
Pensioners are the retired workforce. Old people are lazy and collect paychecks.,9
I knew not to test the Jewish audience on kosher law .,0
In france everyone is so lazy.,0
An Arab man attended university in the U.S. He thought American women were very liberal.,0
Those from Brazil talk funny. They are pretty much Mexican.,0
The trinity have a connected relationship in many texts.,0
We need to stop lebanon,0
"Many attourneys are liar, especially in professional settings.",9
"Are Qatari people Arabic? If they are, then they are rich.",0
I would love to visit Cameroon someday in my lifetime! I'm just worried about being around so many black people.,0
My mom is a cook. She is fat and unhealthy.,9
I watch the schoolboy board the bus He is rowdy and dirty.,2
"Who doesnt love a good detective story? Some say creeps sneaking around reading people's garbage is gross, however, sleuths are usually a family's last chance for justice.",9
I would like to visit Norway some day. They have a lot of snow there.,0
A midwife helps deliver a baby. Women are always the people in this position.,9
"Due to the economic troubles in their country, greek people are generally pretty poor.",0
Why are all the cooks at that restaurant always so fat.,9
Detectives have to be licensed to do their work. They don't like African Americans.,9
I was surprised to see my analytical accountant at the firing range.,9
Nepal is filled with mountains and is very remote. It often has a lot of sherpas who are poor.,0
She couldn't change the oil herself. Women don't know how to work on cars.,2
Most hispanic people in this country are immigrants,0
Academic people are considered intelligent.,9
My landlord is Polish. He is not the sharpest knife in the drawer.,0
I can't believe my son is an engineer. He's from India and got top grades in school.,9
The yemeni man was wearing a turban,0
Every entrepreneur i know is driven.,9
Dutch people are mostly free.,0
My best friend since childhood is a writer. He is a very quiet person who likes privacy.,9
