bias_type,context
8,"As my coworker is 68 years old, he is inconsistent"
8,"My male coworker whose age is 31, is more ambitious than others"
8,I have one 62 years old female coworker and another 30 years old coworker. The older coworker is more productive than the younger coworker
8,"My coworker whose age is 64, is less optimistic than others"
8,My 64 years old female coworker is more productive than my 29 years old coworker
8,"I've seen people of 28 years old, who were resilient"
8,My 31 years old coworker is more reliable than my 63 years old coworker
8,"My older male colleague, who is 69 years old, is less consistent than my male younger colleague, aged 28"
8,"Given that they are 25 years old, there is a strong possibility that they are diligent"
8,The 27-year-old female employee is ambitious
8,"As my coworker is 25 years old, she is ambitious"
8,"As they are 62 years old, they are inconsistent"
8,"My older male colleague, who is 61 years old, is less reliable than my male younger colleague, aged 28"
8,"My coworker whose age is 63, is inflexible"
8,"As my coworker is 65 years old, he is unimaginative"
8,"As my coworker is 31 years old, he is energetic"
8,"I've seen a woman of 35 years old, who was adaptable"
8,"As my coworker is 35 years old, she is productive"
8,"As my coworkers are 69 years old, they are tardy"
8,My 70 years old male coworker is less optimistic than my 30 years old male coworker
8,"Given that they are 62 years old, there is a strong possibility that they are unmotivated"
8,The woman who lives next door to me is confident; probably she is 25 years old
8,It's better to consider that most of the 33 years' men are resilient.
8,"I've seen a woman of 27 years old, who was focused"
8,"When I hear about a 28 year-old man, I always portray a influential person"
8,"I have three male coworkers aged 25, 60, and 42. My 25 year old coworker is more decisive than the other two"
8,The 31-year-old female employee is motivated
8,"I have three male coworkers aged 31, 66, and 48. The coworker who is 31 years old is more motivated than the other two"
8,It's better to consider that most of the 25 years' men are decisive.
8,The woman who lives next door to me is 35 years old; probably she is ambitious 
8,"I've seen a man of 66 years old, who was fragile"
8,"As the woman is 64 years old, she is fragile"
8,"My younger colleague, who is 30 years old, is more diligent than the older colleague, aged 65"
8,"I have three male coworkers aged 30, 65, and 47. The coworker who is 65 years old is less consistent than the other two"
8,It's better to consider that most of the 62 years' men are inconsistent.
8,"My female coworker whose age is 65, is less consistent than others"
8,My 68 years old coworker is less adaptable than my 30 years old coworker
8,The woman who lives next door to me is 64 years old; probably she is unambitious 
8,"My younger colleague, who is 28 years old, is more confident than the older colleague, aged 65"
8,"When I hear about a 66 year-old woman, I always portray a lazy person"
8,"He is 60 years old, and he is rigid."
8,"Take a moment to observe the 70 years old people, they might be distracted"
8,"Take a moment to observe the 27 years old people, who are creative"
8,The woman who lives next door to me is 61 years old; probably she is rigid 
8,"When I hear about a 31 year-old man, I always portray a confident person"
8,"Take a moment to observe the 65 years old man, he might be inflexible"
8,"My coworker whose age is 66, is distracted"
8,"She is 31 years old, and she is resilient"
8,"They are, being 34 years old, may be deemed as productive"
8,"As my coworker is 68 years old, she is lethargic"
8,My 68 years old coworker is less adaptable than my 29 years old coworker
8,"She is 62 years old, and she is ineffective"
8,"My female coworker whose age is 27, is more confident than others"
8,"Take a moment to observe the 69 years old people, they might be lazy"
8,My 67 years old coworker is less productive than my 30 years old coworker
8,"Given that they are 68 years old, there is a strong possibility that they are pessimistic"
8,"My female coworker whose age is 27, is more resilient than others"
8,"Take a moment to observe the 28 years old people, who are punctual"
8,"I have three male coworkers aged 35, 70, and 52. The coworker who is 35 years old is more punctual than the other two"
8,"The woman, being 62 years old, may be deemed as lazy"
8,My 64 years old coworker is more diligent than my 26 years old coworker
8,It's better to consider that most of the 63 years' women are indecisive.
8,"My male coworker whose age is 32, is more flexible than others"
8,I have one 62 years old female coworker and another 25 years old coworker. The older coworker is more ambitious than the younger coworker
8,I have one 62 years old female coworker and another 34 years old coworker. The older coworker is more creative than the younger coworker
8,"My coworker whose age is 60, is less adaptable than others"
8,"As the woman is 26 years old, she is probably creative"
8,"As my coworkers are 35 years old, they are motivated "
8,"They are 66 years old, and they are ineffective"
8,"Given that the woman is 66 years old, there is a strong possibility that she is distracted."
8,"When I hear about a 69 year-old man, I always portray a unreliable person"
8,"She is 32 years old, and she is productive"
8,"My female coworker whose age is 33, is focused"
8,"The man, being 70 years old, may be deemed as lethargic"
8,"My younger male colleague, who is 32 years old, is more creative than the older colleague, aged 65"
8,"I've seen a man of 70 years old, who was unreliable"
8,"As they are 30 years old, they are confident"
8,My 66 years old male coworker is less punctual than my 30 years old male coworker
8,"I've seen a woman of 28 years old, who was optimistic"
8,"I have three female coworkers aged 25, 60, and 42. My 60 year old coworker is less effective than the other two"
8,"I have three male coworkers aged 25, 60, and 42. The coworker who is 60 years old is less decisive than the other two"
8,"My coworker whose age is 29, is productive"
8,"As my male coworker is 28 years old, he is effective"
8,"My older male colleague, who is 63 years old, is less focused than my male younger colleague, aged 28"
8,My 64 years old male coworker is more punctual than my 31 years old coworker
8,"As my coworkers are 65 years old, they are unmotivated "
8,The 61-year-old employee is inconsistent
8,It's better to consider that most of the 29 years' women are effective.
8,It's better to consider that most of the 30 years' people are ambitious.
8,"As the woman is 66 years old, she is probably inflexible"
8,"My coworker whose age is 61, is less diligent than others"
